0,0
0,7289180023754616
0,7896611692794044
0,8504043361972732
0,911147502947501
1,4383556605400367
1,7322350026638804
2,5664346463311523
3,2073659532385967
3,464470036030479
3,6655610960963636
3,7925386051270737
4,123756241350723
4,5819513876857245
5,040146536475687
5,045706472250791
5,1967051001819184
5,498341686229555
5,956536837780409
6,309833669127613
6,414731992385828
6,872927147413918
6,928940195817698
7,3311223047802265
7,579438658728959
7,789317463343912
8,247512624245823
8,661175320921377
8,705707786228373
8,852164827787504
8,966216361291972
9,163902949949536
9,311070843850109
9,622098116008926
9,655925327130333
9,867073282866198
9,978872524091948
10,000779810749064
10,020347467568405
10,126835445112624
10,345634294768132
10,347156529530352
10,39341047804458
10,427012112000835
10,690488779608335
10,94606729391341
11,035343264687997
11,059149605223928
11,380197750458832
11,402798441395547
11,72505223688993
11,740362837500228
11,880824412393052
12,069906723560479
12,125645665335156
12,414761211052168
12,67966366289059
12,693417158392364
12,759615698944192
13,104470187496473
13,449324676288212
13,772310912241036
13,794179165901088
13,857880884027837
13,95718348994253
14,139033655914295
14,48388814658776
14,82874263750068
14,949824263492074
15,173597129234741
15,235193249940352
15,518451621369126
15,590116132270468
15,863306114163775
16,204472590331722
16,208160607197875
16,51357919250623
16,553015100762273
16,897869595147807
17,32235141261468
17,51969197762845
17,79226022888268
18,88283004545198
19,05458672366141
19,07117700017641
19,20852201882089
20,008877177522674
20,284228414684804
20,350285063314214
20,78682206425802
20,809232341583197
21,60958751221972
21,629550478601587
21,716481353676635
22,409942688146582
22,519052234845645
22,54837355367153
22,577820217217013
22,607391734705544
22,637087617283985
22,66690737641128
22,69685052410822
22,726916571701803
22,75710503312997
22,787415420910214
22,817847250034028
22,908946883979862
23,173868697584176
23,210297870006602
24,010653057799797
24,188453493631062
24,651933114773627
24,811008251457757
25,46805369731846
25,611363451185667
26,147168295392326
26,411718657352772
26,747734061029835
27,212073868878605
27,65678941957205
28,012429086980422
28,027483602513396
28,1514616800906
28,66595825428644
28,81278431037256
29,08175830677362
29,17856369860704
29,307293261264842
29,513408939510896
29,61313953969785
29,960225060698953
30,413494774956302
30,42153844783773
30,58715548895951
30,71068454548122
30,896699738578224
31,213850016079494
31,328454037215167
31,38507997918381
31,7856921698746
31,867063950232115
31,88607177396631
32,01420526327262
32,24295747280174
32,399090084808805
32,70024880485425
32,81456051690495
32,92357272114313
33,147013289930975
33,15756509041349
33,458980563457295
33,61490530963853
33,79573802101056
34,00479756112639
34,14059251669611
34,42699894650693
34,48544701304193
34,56053053939054
34,830301510109834
35,12570885097338
35,175156007516236
35,281022944456566
35,52001050503213
35,69988390116455
35,70701701438185
35,86486500395084
36,209719502688195
36,28262856908666
36,55457400266749
36,8735365577045
36,89942850230455
36,9870641284584
37,244283003344435
37,472221680585804
37,58913750420297
37,82544099765556
37,93399200572175
38,07831711185302
38,267137371985676
38,27884650806166
38,28317609467121
38,623701010641035
38,691474609472415
38,74092207050302
38,94730459490809
38,96855551404153
39,19867854480992
39,311363723080795
39,31341001784237
39,54723420761047
39,65644515269766
39,65826452230345
39,93767100129634
40,00311902700399
40,114221548576026
40,34797353252566
40,5700992003859
40,572007400043965
40,69282803844765
40,82735241626544
41,029802391222916
41,0376825450299
41,3825370518516
41,487606220327216
41,727391559494436
41,945418596567144
42,0722460675376
42,10749004739936
42,40323924462453
42,417100576241005
42,76195508518387
42,86106789815016
43,10680959494786
43,3189043046507
43,38764538055324
43,45166410495131
43,77674821971716
43,79651861564592
44,14137312683991
44,23459941069023
44,486227638434215
44,66781689377794
44,6924576548489
44,799095699988
44,83108215084967
45,150322736980605
45,17593666366543
45,52079117714146
45,608194451196546
45,82267177972447
45,86564569085693
45,948003234796886
46,06607259907712
46,21050020539353
46,52395699218815
46,55535472033046
46,87103101541507
46,90020923592764
46,9818474465138
47,22820319594249
47,24506375176426
47,43974378728801
47,58991826842202
47,89764584638861
47,9347727854801
47,94254763202826
48,27962730319843
48,35555346007181
48,50841569894927
48,62448182115621
48,96933633964429
49,035703562710026
49,314190858953474
49,65904537866299
49,78863977651411
50,00389989903277
50,149083736027976
50,34875441964198
50,53336757350718
50,69360894107233
51,038463462902996
51,06887455629457
51,281370889049875
51,383317985393916
51,72817250812428
52,019643499144316
52,07158215396649
52,07302703167577
52,34911925399682
52,41788155562759
52,431340111103424
52,44514991340144
52,762736080239655
52,939938523917206
53,10759060493029
53,45244513060292
53,505919446938044
53,55258810010942
53,59785327761938
53,62937315813594
53,79729965667587
54,142154183118244
54,27910789092724
54,48700871038174
54,831863237884676
54,90963562288694
54,99219541870432
55,11499500556661
55,17671776620874
55,52157229493313
55,86642682431774
56,055357060110026
56,189906065369556
56,21128135394182
56,47847141421223
56,55613588438703
56,90099041523256
57,095032141915325
57,24584494673834
57,47018395058062
57,59069947848356
57,93555401104989
57,96474743263593
58,22870078300043
58,28040854401655
58,62526307764345
58,75046879021309
58,97011761150981
59,314972146197285
59,450986147128305
59,659826681124194
60,03076014145362
61,31105759472351
62,591360775130525
63,87166933717159
65,1519829638512
66,43230136256669
67,71262426096764
68,9929514087947
